Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,BAD
19081,25314,7341.762461,59,5.414296652000001,B,B1,RENT,298315.0715,Not Verified,22.48200513,0,1,16,0,3463,90.80189931,10,w,113.6012036,0.074645321,4.547926695,1.218769082,0,INDIVIDUAL,88,20,64284,11772,0
15726,9530,16078.0149,59,11.99121818,E,A3,MORTGAGE,76488.82518,Verified,12.85510569,2,0,6,0,14509,50.21256596,39,w,1168.828173,0.034237183,2.654675564,0.259008218,0,INDIVIDUAL,27,27,5518,5489,0
19219,9621,29341.673260000003,59,11.85626418,A,B3,MORTGAGE,48097.0805,Not Verified,26.97911923,0,0,14,0,6203,17.02141897,16,w,9067.591846,0.071951848,2.991598617,0.781968775,0,INDIVIDUAL,21,44,77466,22897,0
31801,7052,11999.63996,59,5.773900699,A,B3,MORTGAGE,89841.88698,Not Verified,19.77420826,0,0,34,0,3001,40.36450794,9,w,2759.387812,0.01054804,5.057765916,1.150626189,0,INDIVIDUAL,50,33,68003,34577,0
10122,4878,10473.07154,59,10.92660979,G,E4,RENT,106968.2591,Not Verified,31.14175526,0,0,28,0,3476,47.05136182,8,w,1065.196279,0.0137613539999999,2.084012215,0.38483619,0,INDIVIDUAL,157,50,541441,45130,1
22658,11259,7498.366031,59,10.08739787,C,E2,MORTGAGE,156110.6166,Source Verified,15.02004314,0,0,10,0,9185,85.47522432,18,w,153.3486809,0.0072402659999999,5.154742618,0.737267676,0,INDIVIDUAL,37,46,144592,11789,0
14186,16168,13868.32118,58,16.03537154,B,A5,MORTGAGE,51585.54545,Source Verified,39.16406196,0,0,22,0,1355,49.50986103,22,w,504.6582717,0.037800663,6.340327032,0.409061681,0,INDIVIDUAL,21,36,63099,61615,0
16089,16910,25008.60793,58,12.08311358,A,B4,OWN,125288.645,Not Verified,29.26304015,0,1,8,0,8549,20.66564703,16,f,2753.801786,0.054998095,8.612431323,1.142819781,0,INDIVIDUAL,108,18,215389,44619,0
10664,22099,8749.363088,58,14.973882500000002,E,B3,RENT,92268.79045,Not Verified,19.10219553,1,0,9,0,6412,63.59126341,19,w,890.8076122000001,0.03080548,1.319923746,0.970323798,0,INDIVIDUAL,42,36,39855,6811,0
6007,28875,6358.61841,59,15.83521179,C,B1,MORTGAGE,64773.99706,Verified,9.082037949,0,1,24,0,12222,79.18444023,13,f,244.84449590000003,0.000838192,1.397778688,0.40543771,0,INDIVIDUAL,61,28,9770,48459,0
8893,2450,11127.93026,58,8.577116359,B,C3,RENT,147916.4377,Verified,37.9690389,0,0,14,0,13952,32.04437242,13,w,395.4504297,0.0118088369999999,0.128443442,1.227868433,0,INDIVIDUAL,19,51,197345,32850,0
2652,21523,10373.87501,58,13.04945668,B,E1,MORTGAGE,54662.805810000005,Verified,30.70652047,0,0,12,0,13974,56.41946788,22,f,1891.562732,0.0450875129999999,0.186645733,0.326735644,0,INDIVIDUAL,82,42,237632,4258,0
22587,10537,25426.31366,59,12.22855339,C,C1,RENT,65005.53528,Source Verified,28.93477905,0,0,14,0,2176,16.05103275,23,f,2488.712627,0.099034858,1.481347072,1.0824520359999998,0,INDIVIDUAL,99,497,394842,15923,0
28341,7197,22110.65303,58,13.72751175,A,D4,MORTGAGE,44180.18385,Not Verified,14.65946122,0,1,16,0,9401,60.43322224,13,f,8096.442468000001,0.072025094,4.159300572,0.818963717,0,INDIVIDUAL,130,39,34259,14775,0
6219,8352,13595.90566,59,12.84346383,C,D1,MORTGAGE,45030.01725,Verified,16.11367696,0,0,7,0,6942,55.30191351,24,w,1004.825334,0.0188416639999999,0.441877386,1.615013112,0,INDIVIDUAL,18,21,43021,15698,0
23067,6654,9083.13523,59,8.777073638,B,A4,MORTGAGE,65241.936570000005,Source Verified,17.04912117,0,0,22,0,15445,46.78053728,19,f,7474.722576,0.020141685,0.362169584,0.3538142379999999,0,INDIVIDUAL,39,12,394001,6834,0
15621,9118,10895.26273,59,9.306129912,E,B4,RENT,71529.5381,Verified,37.96024415,0,2,12,0,7481,69.51633547,4,f,209.3352553,0.056904254,0.8098298190000001,1.52331581,0,INDIVIDUAL,150,11,276813,48536,0
3036,25059,10898.83012,59,12.16516839,C,D1,MORTGAGE,112029.6918,Verified,17.71464356,0,0,6,0,3522,73.91680951,19,f,1744.652565,0.0461322609999999,3.239874323,0.135948714,0,INDIVIDUAL,12,56,173983,62022,0
6577,10749,13292.99428,58,13.31048299,F,D1,RENT,34672.46774,Source Verified,17.34546275,0,0,13,0,290,6.267941139,28,f,162.7751691,0.079436836,7.858792817999999,1.118536379,0,INDIVIDUAL,50,37,50447,37689,0
14637,9973,15907.05352,58,18.14160874,C,C1,RENT,147870.1802,Not Verified,15.66465101,0,0,13,0,8891,43.4395322,11,w,2300.919118,0.028483868,1.474078227,0.569485946,0,INDIVIDUAL,34,27,27538,8864,0
11732,4441,26857.09273,59,8.08347126,E,D3,OWN,40517.19166,Verified,9.113674347,1,0,11,0,3317,49.56837945,23,w,1949.801209,0.04210802,7.012815815,0.627646532,0,INDIVIDUAL,51,25,45366,2882,0
16078,21180,16806.728740000002,59,10.71473305,C,A2,OWN,145239.1189,Source Verified,24.49249441,0,0,10,0,3924,7.408924111,18,f,929.8923212,0.024405101,1.527359411,1.113833732,0,INDIVIDUAL,56,19,189745,9587,0
30975,16943,4276.586926,59,14.90845508,C,B1,RENT,62553.88807000001,Verified,24.76832364,0,1,21,0,7730,53.69653872,20,f,3725.282045,0.029698676,0.558860679,0.963659985,0,INDIVIDUAL,134,54,28447,14245,0
16484,18063,16720.07579,58,14.46081822,C,E1,RENT,29142.80911,Not Verified,36.7086071,0,0,7,0,12702,87.63383771,24,f,9622.775463,0.040390346,4.789435706,0.584262869,0,INDIVIDUAL,68,38,120005,7590,0
17385,17106,18575.10239,59,12.87153167,A,E4,MORTGAGE,32005.1256,Verified,23.95484671,0,0,12,0,16555,32.68865555,35,f,1443.50693,0.013766266,0.216768181,1.353353807,0,INDIVIDUAL,42,29,193436,45032,0
9914,30833,14642.18144,59,22.19999631,E,C1,OWN,64608.52782999999,Verified,22.01743281,0,0,9,0,1447,92.67216371,10,w,559.2661512,0.0099483419999999,0.1174224859999999,0.391448099,0,INDIVIDUAL,83,47,72429,3130,0
18999,28184,8510.221779000001,58,15.68703358,D,B2,MORTGAGE,41567.09924,Source Verified,20.58102238,0,0,19,0,9209,25.14166275,36,w,437.6902728,36.16605289,1.357144506,1.014973868,0,INDIVIDUAL,149,50,41337,64095,0
13897,11609,2574.962935,58,11.66646094,D,D2,MORTGAGE,205654.1412,Source Verified,23.65838238,0,1,17,0,24488,87.17794894,34,w,211.8498072,0.067253732,0.126358264,0.537249696,0,INDIVIDUAL,49,42,269255,14047,0
30701,21662,11275.67335,59,10.78902673,B,G1,MORTGAGE,46409.98861,Source Verified,25.91699066,1,0,11,0,14291,66.89083118,9,f,212.2301251,0.019466253,0.847532559,0.7151738190000001,0,INDIVIDUAL,34,21,30308,7175,0
9944,20974,19686.17655,59,6.055157609,G,D3,MORTGAGE,181175.6596,Verified,27.19317317,0,0,9,0,9156,40.67398137,13,w,325.6137972,0.054941114,1.643102054,1.105285034,0,INDIVIDUAL,85,36,138419,14452,0
13951,33566,15486.09201,59,12.79306351,C,B1,RENT,74153.72851,Verified,13.73797489,1,0,10,0,1817,36.55732125,11,f,5910.65236,0.108768626,1.253407539,1.621821208,0,INDIVIDUAL,91,46,271143,67904,0
22648,8970,10522.73077,59,8.037057991000001,C,D3,RENT,102978.9486,Source Verified,28.12219608,0,0,15,0,4940,76.770485,16,w,531.1277422000001,0.0238630999999999,3.129571854,0.865717486,0,INDIVIDUAL,136,29,135094,2899,0
8631,22589,31235.77891,59,15.35337441,A,B4,RENT,103717.1847,Verified,36.89610096,0,0,12,0,3484,46.40680814,16,f,9.38399841,0.029719562,2.492990481,1.0847034,0,INDIVIDUAL,37,19,63212,52127,0
17020,8973,10399.14915,58,10.4122224,E,C4,RENT,227109.0322,Source Verified,25.06813242,1,0,13,0,6840,43.84321765,24,f,631.3372059999999,0.070184428,7.376830948999999,0.655327334,0,INDIVIDUAL,18,57,167271,5524,1
7746,7117,34848.11608,59,12.38651172,B,C1,RENT,88761.88216000001,Source Verified,15.19742047,0,0,12,1,8011,21.21250448,15,w,1895.061689,0.071086261,1.626762761,0.926216041,0,INDIVIDUAL,6,34,14339,146002,0
18876,11441,9199.95307,59,20.0318987,A,C3,OWN,54744.92947,Not Verified,13.28603362,1,0,16,0,2553,59.78512114,27,f,1073.327982,0.012698771,4.606384014,0.980099888,0,INDIVIDUAL,45,5,152559,11172,0
32482,17095,15232.64985,59,9.601866379,A,A2,MORTGAGE,51886.87098,Verified,14.18737325,0,0,27,0,1821,29.59233819,4,w,3403.881343,0.03453065,2.728273943,0.348326641,0,INDIVIDUAL,70,36,149105,23523,0
32376,12025,19952.32112,59,12.71832278,C,E1,MORTGAGE,41858.0733,Not Verified,19.33464473,0,0,13,0,1234,13.32083745,17,f,1723.070967,0.090948895,0.5934872520000001,0.631855739,0,INDIVIDUAL,102,35,78191,7685,0
15849,12222,10861.43767,58,9.724677944,D,F1,RENT,93025.82069,Verified,17.54010081,0,0,9,0,1916,79.48275645,31,f,1778.5681140000002,0.014988037,3.3428635589999995,0.865282656,0,INDIVIDUAL,45,519,126198,31415,0
11438,27768,10625.51246,58,10.33212813,C,D3,MORTGAGE,28758.59779,Source Verified,16.43103159,0,0,25,0,3561,5.918848577,21,w,88.33428099,0.026161964,3.031356264,0.330228949,0,INDIVIDUAL,21,38,134377,21282,1
25297,6214,11004.98192,58,8.671791811,A,B4,RENT,45401.69435,Source Verified,23.68956498,0,0,6,0,3388,19.7820735,9,f,1594.065647,0.028450777,0.503714682,0.426724397,0,INDIVIDUAL,145,46,51375,17080,0
18441,8607,7231.656499,58,17.48060372,C,B3,MORTGAGE,72084.21906,Not Verified,27.56191386,0,3,11,0,8451,55.52449315,11,f,1763.288531,0.043095969,4.066553054,0.7175531359999999,0,INDIVIDUAL,151,37,177658,2698,0
13743,8218,9778.509358,58,8.085474001,C,D2,MORTGAGE,32354.27595,Not Verified,15.13605617,0,0,9,0,7338,99.61831216,8,f,491.8969809,0.09501653,5.0452563260000005,0.96914592,0,INDIVIDUAL,12,34,468921,4590,0
17871,8421,9334.524315,59,5.552133388,A,C1,MORTGAGE,65757.01517,Verified,9.995012154,1,0,8,0,7625,38.6353274,27,f,3803.850595,0.069535629,3.450394554,0.74981423,0,INDIVIDUAL,15,50,36740,26135,0
9338,21418,10870.68873,59,12.32081757,D,D4,MORTGAGE,68626.60801,Not Verified,11.55376703,1,0,9,0,15744,5.447341019,15,f,7418.974073,0.0435117229999999,6.220095833999999,0.767670537,0,INDIVIDUAL,2,45,109160,23322,0
11659,20186,7501.650575,59,9.304561179,B,E5,OWN,85826.04266,Source Verified,20.17111473,2,0,13,0,9939,46.22930531,17,w,18.6699135,0.041276888,3.10177954,0.637256178,0,INDIVIDUAL,10,425,16593,6621,0
8082,16871,13990.76172,59,16.08675835,B,B2,MORTGAGE,79744.5073,Source Verified,14.19249461,1,0,17,0,14292,65.74928522,28,f,1240.341929,14.54574564,0.600318142,0.652759703,0,INDIVIDUAL,27,30,317055,17261,0
19468,12058,8595.461935,58,9.617144687,C,B3,RENT,43482.40437,Source Verified,15.6005247,0,0,36,0,12588,63.91974325,30,f,358.8013048,0.066801188,3.746849148,1.15044085,0,INDIVIDUAL,104,52,120970,10957,0
18249,9622,29918.974830000003,59,10.28123976,E,A2,MORTGAGE,55653.588,Verified,13.20866674,1,0,9,0,8973,26.87035439,20,f,626.5175,0.039468322,5.160721552,1.114387067,0,INDIVIDUAL,17,1163,365340,8047,0
4657,9590,19325.80267,59,21.15432987,D,A5,OWN,81815.92815,Source Verified,23.48693167,0,0,28,0,2125,60.40489163,7,f,867.5700207,0.045477946,1657.555854,0.2538094469999999,0,INDIVIDUAL,99,38,55002,115478,1
8555,16046,7915.357868999999,58,11.48163156,C,B4,RENT,101418.4392,Verified,19.47095476,0,0,29,0,18749,86.5943786,37,w,1533.332639,0.050553859,1.5731678619999998,0.181628355,0,INDIVIDUAL,55,1792,205465,14615,0
8126,26210,11571.41068,58,9.058912149,A,F4,MORTGAGE,59790.33715,Verified,32.25155277,0,0,11,0,1684,77.57866496,19,w,419.5579918,0.013810051,2.474406547,0.382176969,0,INDIVIDUAL,103,45,145280,8510,0
15122,8261,10805.40751,58,9.973894905,A,C1,MORTGAGE,30839.401810000003,Source Verified,22.5242523,1,0,8,0,13438,59.27256571,23,f,590.1432943,0.036805326,2206.1370920000004,0.868298005,0,INDIVIDUAL,103,47,41900,5830,0
10330,19796,6259.7920890000005,59,9.710591452,C,B4,OWN,148694.0886,Verified,23.35420561,2,0,11,0,11725,85.72600928,15,w,970.6519303,0.021044535,2.252163656,1.147630552,0,INDIVIDUAL,104,37,209114,14705,0
30822,7161,11742.99822,59,10.61130717,C,B1,MORTGAGE,73279.672,Verified,29.14632932,0,0,12,0,20559,48.45306918,18,f,333.9530212,0.013591416,1.967033692,0.838920808,0,INDIVIDUAL,63,19,138425,6220,0
15719,6852,8370.314233,36,10.45572085,B,B2,RENT,56478.73102000001,Verified,18.2900968,5,0,6,0,5734,22.56857331,9,w,518.4061443,0.035725362,2.148381266,0.745792463,0,INDIVIDUAL,147,3406,198030,26893,0
28279,6735,6784.132112,36,14.57558906,F,D4,MORTGAGE,70817.56371,Source Verified,15.12078447,0,1,29,0,18183,13.69284234,24,w,2425.909328,0.051600372,3.580378595,1.37601208,0,INDIVIDUAL,145,39,132952,26207,1
32265,26733,12999.44369,59,8.905490773,A,D4,MORTGAGE,149573.615,Verified,29.32307941,1,0,9,0,2138,34.58439444,21,w,5442.0006060000005,0.040350229,4.413770923,0.392448132,0,INDIVIDUAL,42,430,480391,5827,0
7468,7126,12031.36539,59,16.18378672,C,D5,OWN,71537.75996,Source Verified,23.87267263,2,0,18,0,4782,10.85221792,22,w,2928.2113440000003,0.042710977,1070.542794,0.976013152,0,INDIVIDUAL,54,38,14209,11266,0
29210,25115,13824.07983,59,10.05508598,B,B3,MORTGAGE,35058.85387,Source Verified,24.79113423,0,0,12,0,11865,75.82596,5,w,565.1054465,0.0914809769999999,5.440756998,0.461743534,0,INDIVIDUAL,118,44,40825,44042,0
10336,21389,22551.8245,59,9.640897683,D,E2,MORTGAGE,48239.54034,Source Verified,25.87525864,0,0,30,0,11202,65.68819704,22,w,1565.789654,0.029486581,4.155803562,0.671925166,0,INDIVIDUAL,124,31,47813,7947,0
14970,25513,9998.588561,58,11.29282202,C,A5,RENT,199389.3751,Not Verified,39.1285568,1,0,12,0,9774,88.82926974,24,f,461.4965083000001,0.010493351,2.162253363,0.619327146,0,INDIVIDUAL,59,14,24372,14647,0
19918,3425,9367.956344,58,16.70887049,B,B3,MORTGAGE,60327.06539,Not Verified,33.04592199,1,0,11,0,4044,40.38063444,36,f,2076.8149510000003,0.0595908479999999,5.221372489,0.415023649,0,INDIVIDUAL,38,47,187758,8207,0
15140,21242,11634.84977,58,16.80000556,A,B4,RENT,73178.68469,Not Verified,30.86865891,0,0,15,0,2334,12.90038599,16,f,65.12509527,0.09231684,5.172300265,1.149916441,0,INDIVIDUAL,83,36,110002,21556,0
27415,8771,12654.79691,59,10.53533198,A,E4,MORTGAGE,64033.65002000001,Source Verified,34.16656034,0,0,11,0,5739,59.58019058,18,w,1394.330873,0.01835874,3.317684877,0.5277383179999999,1,INDIVIDUAL,81,26,108477,6684,0
20652,13474,32174.58363,58,10.01725581,B,B3,RENT,90573.37572,Not Verified,37.19292429,1,0,10,0,436,82.66648087,4,f,2347.944165,0.00600576,3.703163898,0.743360075,0,INDIVIDUAL,63,54,83231,3375,0
13893,5751,11184.59392,59,9.026194247,E,B4,MORTGAGE,85843.94257999999,Verified,21.14578676,0,0,8,0,1530,54.6945542,17,w,681.7973131,0.061387607,0.35628562,0.390435528,0,INDIVIDUAL,83,30,116986,1843,0
13406,8356,8693.510366,58,9.39039148,C,B4,MORTGAGE,75464.53682000001,Source Verified,34.64372503,0,0,14,0,5761,42.1478466,10,w,2305.473262,16.58493705,1.045825958,1.136108262,0,INDIVIDUAL,68,22,14324,1785,0
20083,6770,17507.5469,58,14.72854967,C,B2,MORTGAGE,40468.97503,Not Verified,27.63275886,0,0,12,0,4973,40.91058359,19,w,1529.189375,0.0037124959999999,6.085300811000001,0.878252494,0,INDIVIDUAL,56,1601,88051,8981,1
17531,14924,16534.424769999998,59,11.20032105,D,B3,MORTGAGE,45353.92031,Source Verified,34.20935935,0,0,28,0,4082,12.02258639,13,w,1002.436377,0.116054886,1.342770051,0.0587216109999999,0,INDIVIDUAL,112,47,289679,6512,0
31787,7903,9018.288197,59,11.0629036,B,C1,RENT,117917.4579,Not Verified,33.43230511,0,1,35,0,1382,90.54476778,11,w,1657.468638,0.015812619,5.797291517000001,0.805258355,0,INDIVIDUAL,133,49,175689,1993,0
25849,31799,10834.99919,59,13.81287122,D,D1,RENT,65528.19937,Source Verified,27.57011535,1,0,10,0,4135,56.13684185,19,f,557.3383491000001,0.035906148,3.064560233,0.933086014,0,INDIVIDUAL,87,42,191608,62854,0
15468,11334,16964.43797,59,10.38476304,D,B1,MORTGAGE,112195.0738,Source Verified,21.79173631,0,0,12,0,3025,74.63227704,19,w,3873.744634,0.077150965,2.955344202,0.111415974,0,INDIVIDUAL,32,36,90064,75591,0
21834,19850,10630.32572,59,10.7831243,C,C2,RENT,46489.43894,Not Verified,10.98966869,0,0,9,0,1482,54.27749867,25,f,3367.416812,0.014152047,3.663018799,0.64168589,0,INDIVIDUAL,18,38,56355,5790,0
29625,20271,8855.964529,58,23.05349515,B,C1,MORTGAGE,37265.31109,Source Verified,16.37774676,0,0,13,1,27012,58.08023988,7,w,2390.249908,0.04686551,0.58158155,0.818230817,1,INDIVIDUAL,132,18,256361,8631,0
17869,11185,14426.76426,59,9.694611066,A,D5,RENT,96180.41628,Not Verified,15.27840004,0,0,33,0,11159,59.33678459,29,w,4418.116251,0.0416348879999999,0.611386408,1.105055022,0,INDIVIDUAL,101,43,30526,3996,0
32780,10351,6486.486911999999,59,8.587693547,B,B1,OWN,69321.38611,Verified,15.43330993,0,0,14,0,3150,46.66229742,15,f,734.2722107999999,0.022766533,5.6129119560000005,0.893366445,0,INDIVIDUAL,34,28,352247,3265,0
22251,10390,14111.809769999998,59,9.913438562,C,D5,RENT,79886.84762,Verified,22.8301946,0,0,26,0,918,86.29251501,21,w,7108.423418,0.100555375,7.795853267999999,1.224550872,0,INDIVIDUAL,114,17,543469,49482,0
17654,16504,11418.47316,59,11.53868848,C,C3,MORTGAGE,41815.06829,Source Verified,16.14654815,0,0,31,0,1473,70.97052033,8,w,871.9782234999999,0.050394247,0.517263834,1.111117912,0,INDIVIDUAL,134,36,335641,27820,0
21924,24976,11134.16352,59,8.812990304,A,D1,MORTGAGE,25390.47295,Source Verified,18.37621285,0,0,10,0,8497,73.80347579999999,25,w,907.9653318,0.03911134,7.467000719,0.47026733,0,INDIVIDUAL,124,36,97145,30097,0
28895,32105,7825.010106999999,58,11.82291812,A,D3,OWN,172726.2205,Verified,36.03675259,0,0,18,0,95226,65.78381185,29,f,2475.110263,0.0128066639999999,1.221665326,0.317315099,0,INDIVIDUAL,58,20,83786,37016,0
21115,32450,15993.78895,59,12.008283,B,C3,RENT,87821.7688,Verified,17.15758093,1,2,11,0,10715,67.75403208,13,w,3078.572307,39.42831503,3.156297227,0.4552262489999999,0,INDIVIDUAL,102,31,593700,14915,0
16421,33937,23834.69428,59,11.60767082,B,C4,MORTGAGE,124624.5861,Source Verified,35.13082552,0,1,13,0,4439,36.82810581,20,w,1835.065321,0.035623156,3.910765183,0.497863656,0,INDIVIDUAL,81,3,113266,20782,0
11608,20160,19464.55141,59,17.96516904,A,C4,RENT,95441.74709,Source Verified,38.84598663,0,0,11,0,4238,88.40043254,12,w,2420.1588890000003,0.034960079,3.04065072,1.203673676,0,INDIVIDUAL,128,14,20397,3517,0
17724,9999,20170.91703,59,14.78184032,A,A3,MORTGAGE,98511.41793,Source Verified,15.01402997,0,0,13,0,395,52.41340628,22,f,134.1950566,0.052668799,5.352531948,0.449694765,0,INDIVIDUAL,28,20,159033,8916,0
15774,5219,15325.23563,59,22.78469461,C,C2,OWN,71406.51113,Verified,17.54263058,0,0,25,1,442,49.60673932,10,w,1753.124918,0.01280324,4.575590411,0.998560443,0,INDIVIDUAL,11,46,16179,1689,1
16017,26336,4386.6215170000005,59,11.62497487,A,C1,MORTGAGE,61268.73689,Not Verified,18.31436786,0,1,15,0,3098,36.13719332,14,f,2460.051062,0.02190204,1.167103045,1.290418024,0,INDIVIDUAL,117,40,20454,57266,1
28291,8582,8851.005239,59,11.24726962,D,B5,OWN,43306.85437,Source Verified,35.56922075,0,2,12,0,2472,41.45591346,19,f,1100.226111,0.015687718,3171.603033,0.421124097,0,INDIVIDUAL,68,35,260262,9898,0
3305,9529,13607.89495,59,14.55537369,B,C3,MORTGAGE,71586.78881,Verified,26.22106171,0,0,12,0,4884,56.97286896,32,f,562.4692609,0.102954213,4.401739216,1.39024809,0,INDIVIDUAL,40,54,228219,4687,1
26399,11325,8310.674835,59,6.989205511000001,E,C4,MORTGAGE,45570.48767,Verified,8.936275399,0,0,8,0,4007,68.8841369,15,w,710.3499022000001,0.025494918,7.591568127,0.839752268,0,INDIVIDUAL,3,29,25839,9561,1
29629,11184,12812.73019,36,15.0818984,C,A3,MORTGAGE,51829.35325,Source Verified,35.76615798,0,0,9,0,10737,56.10143516,21,f,1871.796058,0.009999523,0.798938426,0.529967404,0,INDIVIDUAL,16,14,125163,111266,0
31606,8411,15576.61561,58,8.595477242000001,B,D1,MORTGAGE,56708.70796,Source Verified,36.08810869,0,0,13,0,2230,41.9398637,26,f,2965.777634,0.020434961,1.662854148,0.593093192,0,INDIVIDUAL,70,34,188225,3652,0
27827,6989,8403.82294,59,10.00244658,C,E5,RENT,38001.73846,Verified,32.83676218,0,0,9,0,228,4.469598873,8,w,561.0297024,0.031672424,5.836062286000001,1.005060845,0,INDIVIDUAL,51,41,48355,14292,0
19244,26437,9614.619107,59,8.743395261,A,A2,OWN,57232.19308,Source Verified,17.53475365,0,0,12,0,88,43.72867241,21,f,4232.397222,0.010168517,1.284665855,0.009924063,0,INDIVIDUAL,115,48,82943,30000,0
22758,23206,10306.7416,59,17.24008763,F,D5,OWN,76465.0965,Source Verified,23.94065322,0,0,12,1,224,73.71704709999999,20,w,2761.819607,0.076112147,3.851094488,0.489292592,0,INDIVIDUAL,151,38,43285,16761,0
10321,11009,11853.46415,59,8.897878568,A,A4,OWN,63858.9262,Not Verified,24.36019326,1,0,16,0,2255,68.7798881,6,f,113.5223823,0.0168284239999999,0.177316029,0.494826437,0,INDIVIDUAL,92,17,47191,8738,0
8190,8189,13404.18424,59,10.35879126,C,D2,RENT,143237.2603,Source Verified,37.09935486,7,0,23,0,5628,55.02511406,13,w,1776.757677,0.014531031,4.01932931,0.175792444,0,INDIVIDUAL,70,21,100189,10610,0
15411,8710,12594.6826,58,13.19128661,B,E1,MORTGAGE,113418.933,Not Verified,10.11658335,0,0,11,0,6830,87.46196277,24,w,1657.352691,0.05531879,5.31507038,0.894065112,0,INDIVIDUAL,13,6,98420,44729,0
7777,8242,13801.87049,58,9.530559587,C,B1,MORTGAGE,30635.10726,Not Verified,23.28135498,0,0,10,0,1029,52.59972856,19,f,302.3686759,0.0610930409999999,3.873138098,0.675964604,0,INDIVIDUAL,62,32,63375,14044,1
30593,11296,10179.4211,59,12.26300626,C,A4,MORTGAGE,40734.75523,Source Verified,11.16040016,3,0,13,0,7742,70.92924351,12,w,655.0908603999999,0.0421827709999999,3.68661636,1.439457108,0,INDIVIDUAL,100,43,291146,1444,0
14816,32351,7546.85505,59,9.82262614,E,G2,RENT,75275.14834,Not Verified,24.45668403,2,0,13,0,419,21.80825693,11,w,439.9275142,0.026338324,1.804120922,1.553743516,0,INDIVIDUAL,42,29,48478,24350,0
14628,3479,5474.5509950000005,58,8.495908849,A,E1,MORTGAGE,57023.1954,Verified,38.39665379,0,0,12,0,6230,40.23749394,16,w,806.0893434,0.077237077,8.730066106,0.922853692,0,INDIVIDUAL,71,31,15145,12153,0
5151,30791,11806.83258,59,13.73945678,D,G2,OWN,300880.1218,Source Verified,32.88575802,1,0,13,0,2732,32.03350201,24,f,125.1064632,0.105654639,0.938624131,0.6946383159999999,0,INDIVIDUAL,3,35,204421,24469,0
24485,9347,15294.03255,59,17.2215888,D,B2,MORTGAGE,76004.59996,Source Verified,14.87613165,1,0,14,1,3193,35.26031326,23,f,775.5135445000001,0.044694172,0.55719654,25.77454072,0,INDIVIDUAL,39,25,322665,16956,0
