Employment Length,Zip Code,BAD,Amount Requested,Loan Title,State
10+ years,184xx,0,1900.0,Major purchase,PA
10+ years,782xx,0,20000.0,Debt consolidation,TX
9 years,799xx,0,18000.0,consolidation,TX
2 years,727xx,0,16800.0,Debt consolidation,AR
3 years,480xx,1,5000.0,Debt consolidation,MI
3 years,917xx,0,20000.0,No More Credit Cards,CA
1 year,553xx,0,12000.0,Credit card refinancing,MN
< 1 year,927xx,0,6600.0,Chase-Citi-Dell-Apple-Exxon,CA
8 years,302xx,1,18000.0,Home improvement,GA
10+ years,456xx,0,35000.0,Debt consolidation,OH
7 years,801xx,0,16000.0,Debt consolidation,CO
3 years,182xx,0,5500.0,Debt consolidation,PA
2 years,921xx,0,12000.0,Debt consolidation,CA
5 years,441xx,1,30000.0,Debt consolidation,OH
3 years,900xx,1,10000.0,Debt consolidation,CA
10+ years,972xx,0,21000.0,Debt consolidation,OR
7 years,799xx,0,20000.0,Home improvement,TX
1 year,201xx,0,30000.0,Debt consolidation,VA
10+ years,800xx,0,9600.0,Debt consolidation,CO
2 years,320xx,0,9500.0,DEBT CONSOLADATION,FL
10+ years,471xx,1,5600.0,Credit card refinancing,IN
3 years,280xx,0,10500.0,credit card consolidate,NC
9 years,020xx,0,20000.0,Debt consolidation,MA
10+ years,931xx,1,11600.0,Debt consolidation,CA
7 years,773xx,0,7000.0,Car financing,TX
10+ years,141xx,1,11775.0,Debt consolidation,NY
10+ years,082xx,0,12000.0,Debt consolidation,NJ
2 years,064xx,0,5000.0,Business Start-up,CT
4 years,751xx,0,12000.0,Debt consolidation,TX
10+ years,606xx,0,18725.0,Business,IL
10+ years,986xx,0,15000.0,Debt consolidation,WA
10+ years,330xx,0,35000.0,Credit card refinancing,FL
10+ years,954xx,0,9600.0,Debt consolidation,CA
7 years,560xx,0,7000.0,Credit card refinancing,MN
< 1 year,937xx,0,28000.0,Debt consolidation,CA
8 years,955xx,0,7000.0,Major purchase,CA
5 years,535xx,1,18000.0,Debt consolidation,WI
3 years,285xx,0,20000.0,Credit card refinancing,NC
4 years,863xx,0,25000.0,Home improvement,AZ
4 years,188xx,1,10200.0,Debt consolidation,PA
10+ years,197xx,0,1000.0,Debt consolidation,DE
1 year,170xx,0,5750.0,Moving and relocation,PA
10+ years,759xx,0,6400.0,Debt consolidation,TX
1 year,539xx,0,10000.0,Debt consolidation,WI
< 1 year,220xx,0,4000.0,Remodeling Condo,VA
2 years,331xx,0,12000.0,Debt consolidation,FL
10+ years,082xx,1,14000.0,Debt consolidation,NJ
10+ years,381xx,1,15000.0,Debt consolidation,TN
4 years,921xx,0,15000.0,Debt consolidation,CA
2 years,331xx,0,3600.0,Credit card refinancing,FL
10+ years,917xx,1,35000.0,Debt consolidation,CA
10+ years,808xx,0,20000.0,Debt consolidation,CO
9 years,488xx,0,16000.0,Debt consolidation,MI
2 years,293xx,0,6425.0,Debt consolidation,SC
10+ years,302xx,0,16000.0,Debt consolidation,GA
3 years,077xx,0,24000.0,Debt consolidation,NJ
4 years,300xx,0,6000.0,Home improvement,GA
10+ years,939xx,0,11300.0,Debt consolidation,CA
< 1 year,109xx,0,14000.0,Debt consolidation,NY
10+ years,750xx,0,20000.0,Debt consolidation,TX
10+ years,230xx,0,18000.0,Credit card refinancing,VA
6 years,151xx,0,4000.0,Feb4K,PA
4 years,920xx,0,14000.0,Credit card refinancing,CA
10+ years,773xx,0,27000.0,Home improvement,TX
9 years,891xx,0,25000.0,Debt consolidation,NV
5 years,727xx,0,10000.0,Debt consolidation,AR
3 years,233xx,0,6000.0,Credit card refinancing,VA
10+ years,328xx,0,15000.0,Debt consolidation,FL
2 years,787xx,0,5000.0,Other,TX
4 years,328xx,1,22200.0,Debt consolidation,FL
10+ years,329xx,0,35000.0,Credit card refinancing,FL
4 years,411xx,1,13000.0,Debt consolidation,KY
2 years,330xx,1,16000.0,Debt consolidation,FL
< 1 year,535xx,1,12800.0,Debt consolidation,WI
10+ years,086xx,0,3000.0,Debt consolidation,NJ
7 years,972xx,0,13200.0,Debt consolidation,OR
2 years,993xx,0,32000.0,Medical expenses,WA
10+ years,895xx,1,33000.0,Credit card refinancing,NV
3 years,454xx,0,9000.0,Debt consolidation,OH
10+ years,222xx,0,10000.0,Debt consolidation,VA
10+ years,320xx,1,25000.0,Debt consolidation,FL
< 1 year,117xx,0,21000.0,DebtConsolidation,NY
5 years,021xx,0,20000.0,Debt consolidation,MA
4 years,778xx,0,11700.0,Debt consolidation,TX
1 year,453xx,0,8675.0,Car financing,OH
10+ years,033xx,0,15000.0,Debt Consolidation Loan,NH
8 years,660xx,0,20000.0,Debt consolidation,KS
10+ years,852xx,0,16000.0,Debt consolidation,AZ
10+ years,922xx,0,20000.0,Debt consolidation,CA
7 years,928xx,1,7000.0,Car financing,CA
7 years,463xx,0,8400.0,Debt consolidation,IN
7 years,305xx,0,11725.0,Debt consolidation,GA
5 years,221xx,0,10000.0,Credit card refinancing,VA
4 years,372xx,0,11250.0,Debt Consolidation,TN
10+ years,190xx,0,8000.0,Home improvement,PA
8 years,689xx,0,12000.0,Debt consolidation,NE
10+ years,338xx,1,24000.0,Credit card refinancing,FL
7 years,106xx,0,6000.0,hope,NY
10+ years,303xx,0,7725.0,Debt consolidation,GA
9 years,038xx,0,6000.0,Credit card refinancing,NH
10+ years,750xx,0,5000.0,Happy Cleint,TX
10+ years,291xx,0,31175.0,Debt consolidation,SC
10+ years,430xx,0,20000.0,Credit card refinancing,OH
6 years,087xx,1,4000.0,Debt consolidation,NJ
8 years,936xx,0,30000.0,Credit card refinancing,CA
1 year,431xx,0,7975.0,Debt consolidation,OH
8 years,100xx,0,15000.0,Credit card refinancing,NY
< 1 year,436xx,0,9600.0,Home improvement,OH
1 year,307xx,0,5900.0,short loan,GA
3 years,944xx,0,10000.0,Debt consolidation,CA
2 years,497xx,0,22975.0,Debt consolidation,MI
10+ years,790xx,0,4000.0,Home improvement,TX
5 years,802xx,0,15000.0,Debt consolidation,CO
1 year,926xx,0,14000.0,Credit card refinancing,CA
5 years,960xx,0,20000.0,Credit card refinancing,CA
3 years,606xx,0,1000.0,Debt consolidation,IL
4 years,762xx,0,29000.0,Debt consolodation,TX
10+ years,928xx,0,18000.0,Credit card refinancing,CA
< 1 year,852xx,0,5050.0,Debt consolidation,AZ
2 years,921xx,0,14000.0,Home improvement,CA
10+ years,112xx,0,15000.0,Debt consolidation,NY
10+ years,926xx,0,25000.0,Debt consolidation,CA
2 years,284xx,0,25000.0,Debt consolidation,NC
10+ years,935xx,1,18000.0,Credit card refinancing,CA
< 1 year,941xx,0,10000.0,Credit card refinancing,CA
4 years,554xx,0,15200.0,credit cards,MN
10+ years,660xx,0,15000.0,Credit card refinancing,KS
9 years,057xx,0,4200.0,Credit card refinancing,VT
8 years,208xx,0,25325.0,Debt consolidation,MD
3 years,852xx,1,12000.0,Debt consolidation,AZ
10+ years,027xx,1,35000.0,Debt consolidation,MA
< 1 year,681xx,0,15000.0,Debt consolidation,NE
9 years,320xx,1,15000.0,Credit card refinancing,FL
1 year,336xx,1,24250.0,Debt consolidation,FL
10+ years,267xx,0,10975.0,Debt consolidation,WV
< 1 year,685xx,0,14675.0,Debt consolidation,NE
10+ years,334xx,0,24000.0,Debt consolidation,FL
10+ years,900xx,0,20000.0,Debt consolidation,CA
10+ years,436xx,0,4500.0,Debt consolidation,OH
4 years,967xx,0,1000.0,Debt consolidation,HI
10+ years,926xx,1,12000.0,Other,CA
5 years,980xx,0,25000.0,Debt consolidation,WA
10+ years,852xx,0,25200.0,Debt consolidation,AZ
10+ years,184xx,0,10000.0,Home improvement,PA
4 years,018xx,0,16000.0,Debt consolidation,MA
7 years,430xx,0,35000.0,Other,OH
7 years,465xx,0,10000.0,Debt consolidation,IN
10+ years,926xx,1,2300.0,Debt consolidation,CA
8 years,751xx,1,31975.0,Debt consolidation,TX
10+ years,551xx,0,15000.0,Debt consolidation,MN
10+ years,235xx,0,21600.0,Credit card refinancing,VA
4 years,953xx,0,8500.0,NEED HELP with HIGH APR credit cards!!!!,CA
1 year,816xx,0,8000.0,Debt consolidation,CO
4 years,926xx,0,10000.0,Home improvement,CA
1 year,604xx,0,12000.0,Debt consolidation,IL
10+ years,780xx,0,9700.0,Debt consolidation,TX
4 years,779xx,1,5000.0,Home improvement,TX
2 years,207xx,1,35000.0,Home improvement,MD
10+ years,850xx,1,10000.0,Major purchase,AZ
10+ years,917xx,0,32000.0,Debt consolidation,CA
2 years,080xx,0,15000.0,Credit card refinancing,NJ
2 years,331xx,1,16000.0,Other,FL
2 years,974xx,0,12000.0,Business,OR
8 years,908xx,0,28000.0,Debt consolidation,CA
2 years,926xx,0,8000.0,Debt consolidation,CA
6 years,328xx,0,5000.0,Debt consolidation,FL
3 years,216xx,0,10000.0,Credit card refinancing,MD
2 years,782xx,0,12000.0,Debt consolidation,TX
4 years,923xx,0,7200.0,Debt consolidation,CA
5 years,711xx,0,2400.0,Debt consolidation,LA
7 years,117xx,0,8400.0,Wedding Wiggle Room,NY
3 years,550xx,1,14400.0,Debt consolidation,MN
10+ years,211xx,0,6000.0,Getting em moved,MD
5 years,546xx,1,18000.0,Credit card refinancing,WI
10+ years,123xx,0,7525.0,Debt consolidation,NY
10+ years,165xx,0,4000.0,Paymybillsdown,PA
6 years,730xx,0,21000.0,Home improvement,OK
10+ years,541xx,1,4000.0,Medical expenses,WI
6 years,105xx,0,12000.0,Debt consolidation,NY
2 years,809xx,0,4800.0,Debt consolidation,CO
6 years,900xx,0,13350.0,Debt consolidation,CA
6 years,600xx,0,30000.0,payoff,IL
5 years,223xx,0,3000.0,Timeshare Purchase,VA
10+ years,920xx,0,14400.0,MYLOAN1,CA
4 years,927xx,1,14400.0,Debt consolidation,CA
8 years,991xx,0,8000.0,Home improvement,WA
10+ years,114xx,0,17000.0,Debt consolidation,NY
4 years,282xx,0,20000.0,Credit Card Consolidation Loan,NC
10+ years,919xx,0,10000.0,Debt consolidation,CA
10+ years,060xx,1,10000.0,Home improvement,CT
7 years,601xx,0,10000.0,Other,IL
< 1 year,815xx,0,7500.0,Debt consolidation,CO
< 1 year,813xx,0,9000.0,payoff credit card gansters,CO
5 years,171xx,0,8000.0,Debt consolidation,PA
1 year,537xx,1,13200.0,Debt consolidation,WI
< 1 year,934xx,0,30000.0,Debt consolidation,CA
10+ years,902xx,1,10000.0,Debt consolidation,CA
6 years,462xx,0,2500.0,Other,IN
2 years,933xx,0,15000.0,Credit card refinancing,CA
5 years,932xx,0,22700.0,Debt consolidation,CA
8 years,706xx,0,20000.0,Debt consolidation,LA
10+ years,444xx,0,25000.0,Debt consolidation,OH
7 years,902xx,1,17675.0,Other,CA
10+ years,925xx,1,9600.0,Debt consolidation,CA
10+ years,605xx,0,16175.0,Home improvement,IL
10+ years,917xx,0,5225.0,Home improvement,CA
1 year,370xx,0,31100.0,Debt consolidation,TN
10+ years,532xx,0,7200.0,Debt consolidation,WI
4 years,594xx,0,10000.0,Credit card refinancing,MT
10+ years,132xx,0,4875.0,Debt consolidation,NY
2 years,337xx,0,6000.0,Credit card refinancing,FL
4 years,068xx,0,10000.0,Debt consolidation,CT
6 years,720xx,0,8000.0,Debt consolidation,AR
7 years,891xx,1,2000.0,Debt consolidation,NV
5 years,368xx,0,20550.0,Debt pay,AL
8 years,553xx,0,21000.0,Credit card refinancing,MN
9 years,604xx,1,8825.0,Home buying,IL
4 years,606xx,0,9000.0,Debt Consolidation,IL
4 years,775xx,0,10000.0,Credit card refinancing,TX
10+ years,940xx,0,25000.0,Other,CA
8 years,302xx,0,6000.0,Debt consolidation,GA
4 years,900xx,0,17000.0,Save some more,CA
4 years,326xx,0,5000.0,Credit Freedom,FL
2 years,302xx,0,10800.0,Other,GA
6 years,191xx,0,1000.0,Debt consolidation,PA
4 years,321xx,0,3825.0,GETOUTOFJAIL,FL
10+ years,300xx,0,8100.0,Medical expenses,GA
5 years,770xx,0,14000.0,Credit card refinancing,TX
10+ years,491xx,0,12000.0,Home improvement,MI
8 years,234xx,0,8000.0,Smartborrowing2012,VA
10+ years,322xx,0,24000.0,Debt consolidation,FL
3 years,322xx,0,10000.0,Debt consolidation,FL
10+ years,880xx,1,19850.0,Consolidation,NM
10+ years,117xx,0,30000.0,Debt consolidation,NY
5 years,120xx,0,4000.0,Vacation,NY
10+ years,906xx,0,6000.0,Lending Club,CA
5 years,300xx,0,20000.0,Debt Consolidatoin,GA
3 years,750xx,1,20000.0,Debt consolidation,TX
10+ years,073xx,1,3200.0,Credit card refinancing,NJ
10+ years,471xx,0,16000.0,Credit card refinancing,IN
4 years,752xx,0,24000.0,Debt consolidation,TX
5 years,665xx,0,1300.0,Credit card refinancing,KS
10+ years,967xx,0,19750.0,dept consolidation,HI
8 years,760xx,0,4000.0,Medical loan,TX
< 1 year,200xx,0,2200.0,Business,DC
10+ years,782xx,0,20000.0,Moving and relocation,TX
3 years,336xx,0,3000.0,Moving and relocation,FL
< 1 year,362xx,0,7000.0,Credit card refinancing,AL
7 years,335xx,0,10000.0,Debt consolidation,FL
5 years,112xx,0,12000.0,Debt consolidation,NY
8 years,021xx,0,24000.0,Home buying,MA
6 years,606xx,0,8850.0,Other,IL
3 years,441xx,0,4450.0,Other,OH
7 years,200xx,0,10000.0,Other,DC
2 years,407xx,1,9000.0,Debt consolidation,KY
2 years,890xx,0,10000.0,Debt consolidation,NV
< 1 year,941xx,0,18000.0,Debt consolidation,CA
10+ years,338xx,0,18000.0,Debt consolidation,FL
3 years,851xx,0,5000.0,Other,AZ
10+ years,967xx,0,5000.0,Debt consolidation,HI
10+ years,711xx,0,7000.0,Home improvement,LA
7 years,782xx,1,19200.0,Debt consolidation,TX
< 1 year,910xx,0,9600.0,car loan payoff,CA
8 years,068xx,0,35000.0,Credit card refinancing,CT
7 years,198xx,1,11000.0,Credit card consolidation ,DE
9 years,786xx,0,10000.0,Debt Consolidation,TX
1 year,728xx,1,8000.0,Debt consolidation,AR
10+ years,275xx,0,35000.0,Home improvement,NC
10+ years,103xx,1,21750.0,Debt consolidation,NY
10+ years,319xx,1,33500.0,Credit card refinancing,GA
10+ years,572xx,0,4000.0,Debt consolidation,SD
10+ years,986xx,0,12000.0,Credit card refinancing,WA
1 year,209xx,0,1000.0,Store card pay off,MD
1 year,765xx,0,4400.0,Home buying,TX
10+ years,216xx,0,12500.0,Other,MD
5 years,330xx,0,20000.0,Credit card refinancing,FL
10+ years,913xx,0,13000.0,Credit card refinancing,CA
< 1 year,913xx,0,5000.0,Other,CA
7 years,226xx,0,24325.0,Debt consolidation,VA
4 years,933xx,0,3200.0,Debt consolidation,CA
10+ years,482xx,1,13300.0,Debt consolidation,MI
1 year,191xx,0,10000.0,Credit card refinancing,PA
10+ years,730xx,0,13000.0,Future Planning,OK
10+ years,190xx,0,11000.0,Debt consolidation,PA
1 year,140xx,1,16000.0,Debt consolidation,NY
5 years,021xx,0,30000.0,Credit card refinancing,MA
2 years,846xx,0,25000.0,Debt consolidation,UT
< 1 year,294xx,1,22500.0,Debt consolidation,SC
5 years,841xx,0,11750.0,Debt consolidation,UT
10+ years,234xx,0,9000.0,Other,VA
6 years,801xx,0,33000.0,Debt consolidation,CO
6 years,863xx,0,15000.0,Credit card refinancing,AZ
7 years,546xx,0,19200.0,Consolidating debt,WI
4 years,930xx,0,28000.0,credit card payback,CA
10+ years,325xx,0,16000.0,Debt consolidation,FL
10+ years,956xx,0,22875.0,Debt consolidation,CA
6 years,479xx,0,6400.0,Debt consolidation,IN
2 years,685xx,1,28800.0,Debt consolidation,NE
10+ years,482xx,1,15350.0,Credit card refinancing,MI
4 years,604xx,0,35000.0,Credit card refinancing,IL
10+ years,554xx,0,7000.0,Debt consolidation,MN
10+ years,616xx,0,10000.0,Credit card refinancing,IL
< 1 year,983xx,0,6000.0,Credit card refinancing,WA
10+ years,466xx,0,20125.0,Debt consolidation,IN
< 1 year,100xx,0,32000.0,Debt consolidation,NY
3 years,786xx,1,35000.0,Home improvement,TX
4 years,852xx,0,12500.0,Credit card refinancing,AZ
2 years,282xx,1,20000.0,Debt consolidation,NC
2 years,981xx,1,20000.0,Debt consolidation,WA
8 years,114xx,0,9875.0,Debt consolidation,NY
5 years,635xx,0,11500.0,cc refi,MO
10+ years,913xx,0,27050.0,Credit card refinancing,CA
4 years,900xx,0,28000.0,Credit card refinancing,CA
2 years,972xx,0,12500.0,Debt consolidation,OR
6 years,800xx,0,8400.0,Debt consolidation,CO
< 1 year,900xx,0,13000.0,Debt consolidation,CA
10+ years,100xx,1,10000.0,Debt consolidation,NY
7 years,301xx,0,6000.0,Debt consolidation,GA
10+ years,786xx,0,6500.0,Credit card refinancing,TX
4 years,925xx,0,12000.0,Credit Card Consolidation,CA
8 years,750xx,0,21100.0,Horses,TX
10+ years,112xx,0,3000.0,Debt consolidation,NY
10+ years,403xx,0,17925.0,Credit card refinancing,KY
10+ years,300xx,0,21850.0,Pool loan,GA
2 years,900xx,0,16000.0,Debt consolidation,CA
10+ years,787xx,0,30000.0,Credit card refinancing,TX
6 years,282xx,0,6000.0,Debt consolidation,NC
1 year,191xx,0,2400.0,Debt consolidation,PA
7 years,443xx,0,7000.0,Debt consolidation,OH
3 years,808xx,1,8000.0,Debt consolidation,CO
2 years,934xx,0,8000.0,Debt Consolidation Loan,CA
10+ years,913xx,0,25000.0,Debt consolidation,CA
10+ years,286xx,0,11700.0,Credit card refinancing,NC
8 years,554xx,0,20000.0,Debt consolidation,MN
7 years,604xx,1,27150.0,Refinancing Loan,IL
7 years,134xx,0,9600.0,Debt consolidation,NY
7 years,281xx,0,6000.0,Business,NC
10+ years,287xx,0,10200.0,Debt consolidation,NC
3 years,462xx,0,10000.0,Consolidate,IN
4 years,802xx,0,7500.0,Debt consolidation,CO
9 years,017xx,0,35000.0,Debt consolidation,MA
5 years,941xx,0,2800.0,Other,CA
10+ years,773xx,0,5500.0,Debt consolidation,TX
6 years,933xx,1,2000.0,Home improvement,CA
10+ years,786xx,0,12675.0,Lower Interest Win-Win,TX
4 years,296xx,0,10600.0,Debt consolidation,SC
10+ years,275xx,0,15000.0,Business,NC
10+ years,982xx,0,3000.0,Other,WA
5 years,875xx,0,23300.0,Debt consolidation,NM
4 years,930xx,0,10000.0,Debt consolidation,CA
3 years,330xx,1,8000.0,Debt consolidation,FL
2 years,038xx,0,12000.0,Credit card refinancing,NH
1 year,278xx,0,6000.0,Credit card refinancing,NC
10+ years,774xx,0,20000.0,WGD,TX
2 years,316xx,0,10000.0,Credit card refinancing,GA
2 years,761xx,1,15950.0,Debt consolidation,TX
< 1 year,330xx,0,20000.0,Debt consolidation,FL
7 years,200xx,0,35000.0,Business,DC
10+ years,087xx,1,10000.0,Debt consolidation,NJ
10+ years,201xx,0,35000.0,Debt consolidation,VA
10+ years,020xx,0,35000.0,Debt consolidation,MA
8 years,352xx,0,24375.0,freedom plan,AL
1 year,211xx,0,20000.0,Debt consolidation,MD
7 years,337xx,0,28800.0,Debt consolidation,FL
< 1 year,559xx,0,35000.0,Credit card refinancing,MN
1 year,300xx,0,10500.0,Debt Consolidation Loan,GA
10+ years,334xx,0,12000.0,Debt consolidation,FL
< 1 year,802xx,0,16800.0,Debt consolidation,CO
6 years,361xx,0,10000.0,Credit card refinancing,AL
< 1 year,244xx,0,6000.0,Debt consolidation,VA
10+ years,760xx,1,5500.0,Credit card refinancing,TX
10+ years,773xx,1,15000.0,Debt consolidation,TX
5 years,900xx,0,7000.0,Debt consolidation,CA
10+ years,112xx,0,15000.0,Consolidation,NY
3 years,852xx,1,20000.0,Debt consolidation,AZ
5 years,752xx,0,8275.0,Debt consolidation,TX
10+ years,853xx,1,23000.0,Credit card refinancing,AZ
< 1 year,300xx,0,10000.0,Debt consolidation,GA
2 years,921xx,1,25000.0,Debt consolidation,CA
10+ years,752xx,0,35000.0,Debt consolidation,TX
10+ years,751xx,0,5000.0,Car financing,TX
9 years,631xx,1,36000.0,Business,MO
3 years,104xx,1,35000.0,Credit card refinancing,NY
4 years,856xx,1,10000.0,Debt consolidation,AZ
10+ years,612xx,0,7200.0,Debt consolidation,IL
10+ years,895xx,0,30000.0,Credit card refinancing,NV
10+ years,463xx,0,15000.0,Debt consolidation,IN
5 years,762xx,0,7000.0,Credit card refinancing,TX
9 years,752xx,0,5925.0,Debt consolidation,TX
10+ years,103xx,0,15000.0,Credit card refinancing,NY
3 years,330xx,0,10500.0,Debt consolidation,FL
10+ years,413xx,1,12000.0,Debt consolidation,KY
10+ years,757xx,0,12000.0,Home improvement,TX
7 years,921xx,0,5000.0,Marnhout Inc,CA
8 years,954xx,0,20000.0,Debt consolidation,CA
7 years,070xx,1,2400.0,Debt consolidation,NJ
1 year,757xx,0,10000.0,spacewalk,TX
< 1 year,100xx,0,19200.0,Other,NY
2 years,797xx,0,8400.0,Debt consolidation,TX
< 1 year,273xx,1,10250.0,Credit card refinancing,NC
9 years,993xx,0,5000.0,Debt consolidation,WA
1 year,320xx,0,10000.0,Debt consolidation,FL
10+ years,553xx,1,24000.0,Debt consolidation,MN
2 years,336xx,1,20000.0,Debt consolidation,FL
10+ years,554xx,1,10000.0,Credit card refinancing,MN
5 years,300xx,0,28000.0,Credit card refinancing,GA
10+ years,945xx,0,15475.0,Debt consolidation,CA
8 years,030xx,0,15000.0,Credit card refinancing,NH
5 years,111xx,0,5000.0,Credit card refinancing,NY
10+ years,080xx,1,10000.0,Debt consolidation,NJ
3 years,021xx,1,15000.0,Debt consolidation,MA
10+ years,856xx,0,30000.0,Debt consolidation,AZ
10+ years,301xx,0,17600.0,Debt consolidation,GA
10+ years,712xx,0,10000.0,Debt consolidation,LA
3 years,750xx,0,18000.0,Credit card refinancing,TX
6 years,302xx,0,5500.0,Moving and relocation,GA
7 years,068xx,0,16000.0,refinance ,CT
1 year,158xx,1,16000.0,Debt consolidation,PA
3 years,159xx,0,20000.0,Debt consolidation,PA
6 years,604xx,0,11200.0,Debt consolidation,IL
10+ years,327xx,0,14400.0,Debt consolidation,FL
< 1 year,891xx,0,6250.0,Major purchase,NV
< 1 year,894xx,0,5000.0,Credit card refinancing,NV
2 years,945xx,0,7200.0,Debt consolidation,CA
2 years,109xx,1,12000.0,Credit card refinancing,NY
10+ years,117xx,0,2500.0,Loan #2,NY
5 years,913xx,0,25800.0,Credit card refinancing,CA
